text,label
"Amazing movie that, in theory, should be boring but is delivered with subtlety and incredible acting that I have long despaired of ever finding. Instead of relying on clichés and overly dramatized moments the plot unfolds through a series of incredibly realistic moments. The lead characters are not perfect, and so relating to them as people you could know is easy. The movie is not trying to pull laughs, or push an ideal onto the audience but simply showing us the possibility of true love in any circumstance. <br /><br />I am now restless waiting for the weekend so I can see the sequel. A moving, thought provoking, funny look at love that I think should be an absolute romantic classic up there with Casablanca and Breakfast at Tiffany's. Will soften even the hardiest heart.",1
"It's hard to believe, after waiting 14 years, we wind up with this piece of cinematic garbage. The original was a high impact, dark thriller that achieved ""cult"" status demonstrating the fine art of cinema as directed by Paul Verhoeven. This film adds nothing, delivers nothing, and ultimately winds up in the big box of failed sequels.<br /><br />The opening sequence could have triggered an intriguing set of plot developments using a considerably talented and able cast. Unfortunately we are treated to a 90 minute dissertation in the self-indulgent life of Catherine Tramell... or is it Sharon Stone. Possibly a copulation of both.<br /><br />If the desire is too see a continuation of the sensually provocative stying of sex as in ""B.S.1"", forget it. You wind up with soft-porn boredom which ultimately upholds the old adage that a woman can be more alluring in clothes than out of them. It's interesting to note that the wonderful Charlotte Rampling was romping around in her skivvies, via the 1966 GEORGY GIRL, when Ms. Stone was only 8 years old. A very talented actress and quite adept at holding her own even here.<br /><br />If you're a true cinema fan then you must see this film and judge it using your own rating system. If not, you might as well wait for the DVD release in the ""rated"" version, ""unrated"" version, ""collectors"" edition, or ""ultimate"" version, and perhaps in another 14 years we will be saturated with news of ""Basic Instinct 3"" at which point Ms. Stone will be 62 years old and nobody will really care.",0
"Saving Grace is surely one of the leading contenders for the 'How to Ruin an Adequate Film in the Final Few Minutes' award. Naturally if you mix a quaint Cornish village - largely populated by retired genteel ladies - with a liberal dose of marijuana, a certain amount of silliness will ensue. However, the last seven minutes of the film descend into the totally ludicrous and is not even redeemed by being particularly funny. It is a real shame, because this comedy has the potential to be every bit as good as 1998's Waking Ned Devine, which also portrayed a picturesque small village and its oddball inhabitants trying to extract themselves from a tricky situation.<br /><br />The protagonist of Saving Grace is middle-aged, recently widowed Grace Trevethyn, whose husband's legacy of bad debts has forced her into an unconventional way of earning money. Helped by her gardener, Matthew, she turns her horticultural expertise to the lucrative cultivation of marijuana. Unfortunately, this leads her into confrontation with the local police, her husband's creditors and a French drug baron. . . . . . . . . . whom all turn up at her greenhouse simultaneously. The relationship and rapport between Grace and Matthew is well-portrayed, and Brenda Blethyn gets the viewer emotionally involved with her likeable character - you can really feel what she is going through.<br /><br />The casting of the minor roles is excellent, even if some of them are rather outlandishly eccentric. However, the transformation of Jacques the drug lord into Grace's romantic interest is highly implausible and does not fit the tone of the movie at all. And surely hydroponics is not such a revolution in the world of cannabis growing? Sadly the film swaps gentle humour for slapstick and ends up being as fake as the marijuana plants.",0
"This film has a powerful philosophical ending. But that ending has meaning only if you watch the movie from the beginning.<br /><br />Youth alienation in the late 1960's, from the viewpoint of a young man and a young woman, is the obvious theme of ""Zabriskie Point"". Neither Mark Frechette nor Daria Halprin had much acting experience, a fact that actually enhances the film's message. Having untrained actors conveys a sense of realism, as both players seem emotionally detached from the turmoil around them.<br /><br />This is not a script-driven film. Except for the first ten minutes, it is mostly visual, with stunning cinematography. The beautiful naturalistic images seem other-worldly, and perfectly in sync with the emotional detachment of Mark and Daria.<br /><br />I would have replaced the thematically weak Pink Floyd music with the more cogent music of The Doors. Many scenes cry out for ""Riders On The Storm"".<br /><br />Even so, I like this film. It's different; it's unique; it is artistic and imaginative. And the desert badlands are beautiful.<br /><br />As the years go by, ""Zabriskie Point"" seems more and more attractive. It conveys the mood of the late 1960's in America. It is amazingly artistic, in a bohemian sort of way. And the film's last eight minutes are philosophically mesmerizing.",1
"When people think of downtown Chicago they think of Walter Payton, Ditka and ""Da Bears"", Ryne Sandberg, The White Sox breaking the curse in 2005 or the immortal Michael Jordan and his six championships (and Finals MVP's) with the Chicago Bulls. Rarely in this generation do people think of the struggling side of Chicago, the ghettos, the drug infested streets and life in the urban housing projects during the 1970's.<br /><br />One of television's most formidable shows ever and a groundbreaking sitcom was ""Good Times"", which I remember vaguely as a small child on CBS, and I enjoy regularly now on TV Land.<br /><br />""Good Times"" was another Norman Lear classic, the producer that gave us ""The Jeffersons"", the best African American sitcom of all time and ""All in the Family"" the greatest show of all time. ""Good Times"" brought out the hardships of the ghetto and the urban housing projects, and did so with charm, well written and thoughtful plots, and some wonderful acting especially by the matriarch and patriarch of this struggling ghetto family played by Esther Rolle and John Amos. The children in the supporting cast were also pretty good especially the ever popular Janet Jackson in her early years and Ralph Carter as Florida and James Evans youngest son whose character at a young age realizes that life is unfair, and he has to learn to stand on his own two feet.<br /><br />The eldest of the children J.J. played by Jimmy Walker is somewhat out of place on this show and is there mainly for comic relief. His emotional age is about 11 or 12 even though he looks like a guy in his early twenties. J.J. gets annoying, and it is a credit to the often nasty James Evans (Amos) that he never tells J.J. to get his own life, get a job and get out of the house. J.J. is an aspiring painter but unlike his younger brother is never serious about getting a college degree, or more important to the family getting a job to help support a household that is just above welfare status.<br /><br />Two classic episodes of Good Times was the one where the Janet Jackson character is running a fever of 104, and Florida Evans is desperately seeking good medical help for her can't afford anything but a clinic doctor who is very professional yet doesn't want to give a family from the projects any more attention than she legally has to. The other episode is the one where James Evans can't afford the rent a paltry low $104 a month. The Evans are about to get the largest of family setbacks, being thrown out of the projects with no where to go. Florida Evans goes downtown to the board of social services to try to get either a loan or a grant to help her family. But the government doesn't consider her family poor because they have over $4,200 in assets for a family of five which is unfairly but unfortunately legally over the poverty line. James and the kids want to hustle for the money, but Florida is a person of great moral character and doesn't want to do anything dishonest no matter how dire their predicament is. In the end the family does find a solution to keep their heads above water.<br /><br />""Good Times"" a classic show from the 1970's is about keeping you're head above water in a cruel world. James and Florida Evans both work hard in menial jobs to try to bring their children up right and avoid the social stigma of welfare. I was too young to understand the message of the sitcom as a toddler in the 70s in its first airing on CBS, but I really enjoy the reruns on TV Land in 2006. ""Good Times"" is one of the classic sitcoms from back in the day.",1
"This has to be the best adaptation I have seen it's my favourite and I think it stays very close to the book.What really makes this a must see though is the casting of the two lead actors.The wonderful Timothy Dalton is the best Rochester I have seen on screen brooding and tragic,while Zelah Clarke is the perfect combination of strength,courage,shyness and gentleness as Jane. The story(as i'm sure most people know)is this,the young and plain Jane Eyre is a teacher at a charity school for girls in the 1800's who advertises her services as a governess in the newspapers.She is offered the post of governess at the big mansion Thornfield Hall to tutor Adele the young ward of the halls mysterious and respected owner Mr Rochester. As the months go on he falls in love with Jane and puts into effect a few situations to try and see if Jane is as madly in love with him as he is with her.However there is a secret still waiting to be discovered at Thornfield Hall and when it is it's effects are devastating.This is a moving and well acted drama with nice locations and gorgeous costumes plus as I said earlier excellent acting especially from Zelah and Timothy.",1
"Dwight Frye steals the show in this one as a foolish young man(who seems to be mentally handicapped) who gets himself blamed for vampire-like murders especially after he reveals his love for bats which he likes to stroke and give to unsuspecting friends as 'gifts'!. Besides all of that, there's an entertaining mystery tale involving the above mentioned murders. Underrated.",1
"Superman and the Mole Men is quite possibly Superman's toughest adventures ever.<br /><br />Lois Lane and Clark Kent are sent to Silsby, home of the world's deepest oil well. While there, some radioactive mole men come up through the oil well and explore the town. Jeff Corey and many other townspeople try to dispose of the invading mole men. Can Superman change the people's ways in time to save the mole men? Can Superman warn the people in time about the radioactive danger the mole men bring?<br /><br />In my opinion, Superman and the Mole Men is a very intelligent, well-written and well-acted movie. Even though we only get to see Superman fly once briefly, It still makes a great Superman adventure. A must see for anyone.<br /><br />10/10 Stars",1
"A delightfully unpretentious send up of Romeo and Juliet. Approach with no expectations other than having a good time and you will enjoy this one. A talented group of comic actors let go and have a riot in this light-hearted performers' vehicle. Bad reviews were due to a snobbishness about treatments of Shakespeare. Some people feel that all film must be ""important"" ---If you share those views, don't bother. The credits read ""introducing"" Angelina Jolie, which is not even close to being true, but she is astoundingly beautiful as the Juliet character, and, as always, her acting is wonderful--- and, considering her age at the time, even her dialect is pretty good. Recreating this classic tale with feuding Italian families in the catering business in New York results in great fun. See it in the right frame of mind and you will laugh out loud.",1
"I'm a big fan of Lucio Fulci; many of his Giallo and splatter flicks are amongst my favourites of all time, but this made for TV movie is extremely sub par and not what I've come to expect from the great Italian director. The film is neither interesting, like some of Fulci's more tame Giallo's, or gory like the majority of his cult classics; thus leaving it lacking in both major areas, and ultimately ensuring that the film isn't very good. The film works from a plot that has been used many times previously, but still it's an idea that always has the chance of springing an interesting story just because it focuses on the theme of the afterlife, which is the ultimate unknown. This film focuses on Giorgio Mainardi; a man that isn't exactly well liked and after he dies of an apparent stomach hemorrhage, there aren't many people that are sad to see him go. This means that his ghost is trapped somewhere between life and the afterlife, and so he decides to try and get to the bottom of his death, and his only ally in this endeavour is his daughter.<br /><br />The video that I saw this film on is proudly proclaimed that the film is ""in the style of HP Lovecraft"", and that's one of the most blatant attempts to sell a film I've ever seen. There is nothing even slightly reminiscent of the great horror writer in this tale, and the reason for that tagline would appear to be because of title similarity to the Stuart Gordon/Lovecraft film, 'From Beyond' - which is a lot better. The film does benefit from a distinctly Italian style, and the score is rather good. Unfortunately, however, Fulci has seen fit to positively roast every scene in it - and so the theme quickly becomes annoying. The plot plays out in a really boring way, and most of the scenes simply involve the ghost 'desperately' trying to find things out, or the daughter placing her suspicions over her family members. This movie was made for Italian TV, and so it's not surprising that it's all rather tame. There's a little bit of gore and a nightmare sequence with zombies; but this isn't the Fulci we all know and love. Overall, this film is extremely mediocre and not a good representation of Fulci's talents. Not worth bothering with, unless you're a Fulci completist.",0
"After seeing the ""Batman Dead End"" short, I didn't know what to really expect from World's Finest. Of Course, Superman AND Batman. All my World's Finest comic books have them as the team-up.<br /><br />After seeing this 3-and-a-half minute trailer, it made me wish someone would make a serialized fan film for World's Finest, if not an actual full-length film.<br /><br />Sure, some of the Superman stuff was cheesy, but movie trailers in theaters are always teasers, giving you only certain aspects of the entire product. This looks like it needs a complete product.<br /><br />Other than director Sandy Collera's relative playing an achingly poor Perry White, most of the actors were unknown. If an actual movie was made, actors would be cast to fit the bill for the film, though I believe Nina Kaczorowski would make a good Lois Lane, especially if given closer-to-the-character dialogue.<br /><br />Good to see Clark Bartram wearing the Batman costume from Dead End, but it should be updated a bit more and not be like the 40s Batman with the 80s-90s leather cape and cowl. His demeanor is Batman-like, but I still wonder about the validity of white contact lenses instead of just allowing his eyes to show through the mask. I believe the goal was to get it as close to the comic character than the movie persona.<br /><br />Michael O'Hearn cannot play Superman, period. He stands around with a goofy look on his face that simply says, ""slap me."" And line delivery seems to be a problem with him.<br /><br />Overall, though, I would love to see a complete story and film based on this ingenious piece of work. There was a rumor about a World's Finest movie being made, and with the correct additions to the script, this could be it. Hope more like this are made.",1
"I used to write comments at IMDb, but I don't do so anymore. It happens that IMDb has become massive, and consequently subjectiveness has ruined scores. What do I mean? That anyone that is not particularly fond of movies and doesn't have any expertise on the subject, watches some crap (or the opposite), and in case he likes it, delivers a 10, and if he doesn't he goes for a 1. This of course, cannot measure anything correctly. Now for the film. I truly regret ever having delivered any 10s to some very few films, because then I must score this one with 12 or 13, which is not possible. This documentary has something that I don't expect to watch ever again in my whole life in any other film. It is simply mesmerizing, and it's not just a way of saying; it really is. The last 25 minutes have a load of energy, visual rejoice and wisdom -the words spoken by the starring guys-, that really... there's no possible match. I don't keep movies, rarely would I find any sense in doing so, but this one is the kind of film you should buy and keep, and watch from time to time, maybe 10 or 20 times as years go by. I got nothing more to say. This is a genuine, objective 10 for me.",1
"Reign Over Me is a success due to the powerful work by Adam Sandler and Don Cheadle. While comedic actors going dramatic has been seen as somewhat of a distraction, Sandler is no stranger to playing more serious roles. Most of the characters he portrays have an unstable temperament and a vulnerability that can burst at any moment. He might even be typecast for characters with such hidden anger problems. However, this performance has some considerable dramatic weight, unlike his roles in less comedic fare like Punch-Drunk Love and Spanglish.<br /><br />In the film, Alan Johnson (Cheadle) runs into his old college roommate, Charlie Finerman (Sandler), whom he hasn't seen in several years. Five years before, Charlie suffered the overwhelming loss of his wife and three daughters in a plane crash. Charlie barely even recognizes Cheadle's character due to the repression of his memories and consequent reclusive childish lifestyle since the accident. It isn't until Alan persists in engaging him in conversation that Charlie remembers who he is. Their renewed relationship that follows will allow Finerman to have a friend who doesn't speak about his loss, eventually enabling him to confront the thoughts and feelings he has suppressed on his own terms.<br /><br />Though writer-director Mike Binder doesn't show much sense of an individual style and some of his shots and transitions are a bit awkward, he does have a knack of getting decent to great performances from his actors while being a talented and funny writer. He shot this film with a digital camera, as more and more filmmakers are doing today, enabling the crew to shoot the night scenes with limited lighting. This kept the colorful backgrounds of New York City in focus, but resulted in creating frequent digital grain, which resembles blue specks scattered and moving on the screen.<br /><br />Almost every main character in Reign Over Me gives a great performance. Jada-Pinkett Smith and especially Liv Tyler are memorable in their respective roles as a frustrated wife to Cheadle's character and a psychiatrist. However, it is Sandler and Cheadle that give some of their finest work to date. They completely owned this movie. Sandler actually plays a character that doesn't outwardly resemble or act like himself at all, partially credited to his Bob Dylan-esquire wig. Though Cheadle's character has more screen time than Sandler, they both should be considered to be leading roles, as they equally support and help each other throughout the film.<br /><br />Music also plays a great part in this film, especially the title song ""Reign Over Me,"" or ""Love, Reign O'er Me"" by The Who, and later covered by Pearl Jam. In one of the most powerful moments of the film, Binder shows Sandler using music to shut out his feelings and memories, but this particular song provokes such intense emotion that rather than diminishing his anger, it incites his emotions. All an all, Reign Over Me is an enjoyable, sad, yet many times funny film, driven by its amazing leading performances.",1
"In the previews, ""The 40 Year-Old Virgin"" boasts the image of another immature sex romp about a 40-ish Lonely Guy who suddenly feels the urge to do the deed simply because he hasn't. Too many past bad experiences have dampened his enthusiasm to the point that he avoids women completely. And then the unexpected happens: he falls in love. What's more, there's a movie out about it, and it's called ""The 40 Year-old Virgin.""<br /><br />The virgin of the title is Andy Stitzer (Steve Carell), who is indeed 40, works as an employee at an electronics store and collects vintage action figures, which are displayed all throughout his nice bachelor pad for all to see. He has a lovely home theater system and watches ""Survivor"" with his two kind elderly neighbors. He's a pretty picturesque definition of the Lonely Guy who needs to go out more and talk to more women.<br /><br />Now here's the real novelty with this picture: it does the impossible task of actually dealing with its subject matter in a cute, mature fashion. This is a movie that could very easily have turned out a lot differently in the hands of a more transparent team of filmmakers. It could have descended into endless sex gags and jokes but thankfully this picture never stoops that low. Sure there are sex jokes here and there and even a few prods are aimed at the gay community (which are, in no way, meant to be taken as gay-bashing), as two of the characters exchange insults towards each other while playing a video game (""Mortal Kombat: Deception,"" no less - the ultimate testosterone-driven fightfest for guys).<br /><br />As someone who is rapidly approaching 20, collects McFarlane Toys action figures AND has himself never done the deed, I found this film amusing and touching in a way that a similar-themed movie could never have been. I was able to relate to the character of Andy Stitzer more than anyone in the theater because I was the only teenager present at this showing; everyone else looked like they were all past 40. A bit arrogant, I know, but would you (""you"" is italicized) still be able to relate if you were the only teen present at an afternoon screening of ""The 40 Year-Old Virgin""?<br /><br />Of course Andy has never had sex and wakes up everyday with ""morning rise"" (don't ask), and he's pressured by his buddies to try outlandish methods of gaining the attention of the opposite sex. When it's first discovered Andy is a virgin, at 40, his three buddies and fellow electronics store coworkers David (Paul Rudd), Jay (Romany Malco) and Cal (Seth Rogen) all at first assume he's gay because he's never been with a woman, which couldn't be any further from the truth. The truth is, Andy loves women, but past traumatic experiences (revealed hilariously one after the other in a flashback sequence) have put him on the sidelines for good.<br /><br />David, Jay, and Cal each embark on a mission to get Andy laid, so help them all. But you know that such escapades will only end in disaster, as proved by one date with Nicky (Leslie Mann), who puts Andy through the worst drunk-driving experience I think anyone would not want to go through and he has a rather creepy encounter with Beth (Elizabeth Banks), the pretty girl who works in the bookstore and is eventually revealed to be a total sex fiend.<br /><br />Things brighten up for Andy when he meets Trish (Catherine Keener), the friendly woman who works at a store across the street that sells stuff on eBay for people. Hmmm. And with that nice-looking collection of action figures, you can go figure that in the end a large financial payoff awaits him, that is if he can ever ""do the deed.""<br /><br />At last, this is the sex romp we've been waiting for. It deals with a very real issue a lot of Lonely Guys probably go through, not that anything is wrong with being a virgin but let's look at the big picture: How many of us ""Lonely Guys"" want to be a lonely guy forever? The important thing we're taught in this picture is that Lonely Guy must be himself. I don't think he needs to go through body waxing like Andy does (which is side-splitting to be honest, and according to this website and various other news articles, was in fact real, and so was the blood on Carell's shirt afterward).<br /><br />""The 40 Year-Old Virgin"" was directed by Judd Apatow and co-written by himself and Carell, which originated as a skit that starred Carell. Carell is sweet and human, as his character is not some layabout who approaches this thing with his eyes shut. This is probably one of the most intelligent romps I've ever seen and is not offensive (a whole lot) because its characters are treated with dignity and respect. Even Carell's buddies, who pass off bad advice to cover up their own relationship insecurities, can be related to on a fundamental level.<br /><br />The way ""The 40 Year-Old Virgin"" plays out is indeed funny in the end, but I'll leave that up to you, the viewer, to observe. Surely, if anyone can go through the things Andy does and still have the strength to attract a woman as sexy as Catherine Keener, then it's true: It is never too late!<br /><br />10/10",1
"This film has all the earmarks of too many cooks spoiling the stew. Based on Shielah Graham's autobiography, it seems like the powers that be couldn't leave well enough alone. They couldn't decide if this was to be Graham's story or Fitzgerald's story, and also how much they should soft-pedal whoever's story it turned out to be. So a film that could have been a story about two fascinating (Fitzgerald) and notorious (Ms. Graham)personalities becomes a dreary disjointed soap opera about that tells us little about either. Added to this there is absolutely no period feel other than for 1959. Clumsy scene follows clumsy scene and we have no idea where we are in the story or how much time is passing. However - and this saved the film for me - Kerr has never looked lovelier, and Peck is as always a very handsome man. They truly make a beautiful, mature couple, and I only wish they had better material to work with. There is one scene that does work - Scott goes after Shielah while in a drunken state, and to see these two normally refined stars knock each other around is very disturbing and gives some fleeting idea of what goes on in a relationship such as theirs. Other than that, the movie is a wasted opportunity and achieves nowhere near the classic stature of other Wald produced soaps of the 1950 (PEYTON PLACE, THE BEST OF EVERYTHING).",0
"When I found out there was a movie that had both my favorite actresses Meryl Streep and Wynona Ryder, I went through the roof!But I had a hard fall after watching this lame movie and I still have the bruise.First of all the character that Jeremy Irons (an actor I still admire even after this disappointment)plays was just awful. He treated his family like crap, especially his sister, played by Glenn Close. I could not get close or sympathize with any of the characters and I'm no prude, but the sex scenes were really unnecessary or they could have been toned down. Wynona and Antonio's characters could have been developed a lot more and their romance could have been much more passionate. And what was with Meryl's character and her ""mystical powers""? Why didn't they go into this more? This film had a lot of dead ends and the bottom line is that this is a really lousy movie and there was a lot of wasted talent here.",0
"Notable because of it's notorious explicit scene when the gorgeous Maruschka Detmers takes her young lover's penis from his trousers and into her mouth. Even without this moment the film is a splendid if slightly disturbing passionate and blindingly sexy ride. Detmers puts in a great performance as the partly deranged, insatiable delight, wandering about her flat nude. Dressed, partly dressed and naked she steals most of the film about love, sexual passion, philosophy and politics. For me the last two get a little lost and the ending is most confusing when her fiancé is released whilst fellow terrorists are released, she seems uncertain as to who she wants and the young lover seems more interested in his exams than anything else as she weeps, beautifully of course!",1
"I was expecting a lot better from the Battlestar Galactica franchise. Very boring prequel to the main series. After the first 30 minutes, I was waiting for it to end. The characters do a lot of talking about religion, computers, programming, retribution, etc... There are gangsters, mafia types, who carry out hits. However, Caprica doesn't have the action of the original series to offset the slower parts.<br /><br />Let me give you some helpful advice when viewing movies: As a general rule, if there is a lot of excessive exploitive titillation, then you know the movie will be a dud. Caprica has lots of this. The director/writer usually attempts to compensate for his poor abilities by throwing in a few naked bodies. It never works and all it does is demean the (very) young actresses involved and I feel sorry for them. Directors/writers who do this should be banned from the business.<br /><br />If you want to be bored for an hour and a half, by all means, rent Caprica. There's (free) porn on the 'Net if you really want to see naked bodies. Otherwise, move along, nothing to see here.",0
